Account, Point of Sale,   Business Type,   Product,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712
GP % of GB,Cheaptickets COM,Not Applicable,EPackage,7.639272%,7.099380%,6.595824%,6.385160%,6.333363%,6.226809%,6.000531%,5.692055%,5.585945%,5.771574%,5.697948%,5.418767%
Revenue % of GB,Cheaptickets COM,Merchant,Tshop,24.922874%,22.822373%,20.137161%,19.952018%,19.378529%,19.467130%,18.786403%,18.843075%,18.989053%,19.377133%,19.224446%,19.758986%
GP % of GB,Cheaptickets COM,Merchant,Tshop,11.076906%,10.518318%,10.625831%,10.393873%,10.277610%,10.021639%,10.246022%,10.062855%,8.753342%,6.627010%,6.467291%,7.089851%
Revenue % of GB,Cheaptickets COM,Not Applicable,Insurance,62.865465%,63.982356%,65.072974%,63.612608%,64.093570%,63.777644%,62.026870%,59.600127%,59.750407%,59.789749%,60.876055%,60.409919%
Revenue % of GB,Cheaptickets COM,Merchant,Insurance,62.865465%,63.982356%,65.072974%,63.612608%,64.093570%,63.777644%,62.026870%,59.600127%,59.750407%,59.789749%,60.876055%,60.409919%
GP % of GB,Cheaptickets COM,Not Applicable,Insurance,60.394515%,61.186087%,62.397370%,60.723392%,61.148016%,60.755762%,58.768951%,56.286104%,56.499352%,56.615794%,57.727597%,56.946991%
GP % of GB,Cheaptickets COM,Merchant,Insurance,60.394515%,61.186087%,62.397370%,60.723392%,61.148016%,60.755762%,58.768951%,56.286104%,56.499352%,56.615794%,57.727597%,56.946991%
Revenue % of GB,Travelocity US,Not Applicable,3P Package,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Travelocity US,Not Applicable,3P Package,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Travelocity US,Agency,Flight,2.254408%,2.120377%,2.015329%,2.053770%,2.014121%,2.022749%,2.022881%,2.124075%,2.176239%,2.155681%,2.076642%,2.087700%
GP % of GB,Travelocity US,Agency,Flight,1.793162%,1.647573%,1.586473%,1.602280%,1.568119%,1.562290%,1.546632%,1.636731%,1.708003%,1.702205%,1.642418%,1.553797%
Revenue % of GB,Travelocity US,Merchant,Flight,11.128139%,9.411294%,10.022182%,9.630307%,9.513489%,9.551004%,10.626751%,9.945029%,9.874645%,9.800979%,10.072072%,10.607546%
GP % of GB,Travelocity US,Merchant,Flight,8.768920%,7.021301%,7.393133%,6.790671%,6.645730%,6.617370%,7.539934%,7.041839%,7.007605%,6.829564%,7.296279%,7.504014%
Revenue % of GB,Travelocity US,Agency,Car,12.032749%,13.461015%,14.511869%,14.451869%,14.471869%,14.521869%,14.491869%,14.451869%,14.461869%,14.531869%,14.501869%,13.741869%
GP % of GB,Travelocity US,Agency,Car,11.509979%,12.975324%,14.092289%,13.981084%,14.033462%,14.111444%,14.082238%,13.960134%,13.962025%,14.067861%,14.046871%,13.276253%
Revenue % of GB,Travelocity US,Merchant,Car,28.795657%,28.672461%,28.996825%,28.916825%,28.826825%,28.846825%,28.916825%,28.896825%,28.596825%,28.676825%,28.736825%,28.766825%
GP % of GB,Travelocity US,Merchant,Car,26.469917%,26.352688%,26.459051%,26.112360%,26.011818%,26.010385%,25.945862%,25.993969%,25.713403%,25.685199%,25.972495%,25.770435%
Revenue % of GB,Travelocity US,Agency,Cruise,5.825408%,6.087291%,11.294239%,11.294239%,11.294239%,11.294239%,11.294239%,11.294239%,11.294239%,11.294239%,11.294239%,11.294239%
GP % of GB,Travelocity US,Agency,Cruise,3.296805%,3.106733%,7.143771%,5.837152%,5.741507%,4.385040%,4.088229%,3.190465%,1.842637%,6.103272%,5.019635%,3.013437%
Revenue % of GB,Travelocity US,Merchant,Hotel,19.216182%,18.667383%,18.790530%,18.669433%,18.699438%,18.646105%,18.510219%,18.463840%,18.411268%,18.332132%,18.336593%,18.300561%
GP % of GB,Travelocity US,Merchant,Hotel,16.900310%,16.322689%,16.354687%,16.166713%,16.302577%,16.228303%,16.024991%,16.092017%,15.899478%,15.827719%,15.802918%,15.327724%
Revenue % of GB,Travelocity US,Agency,Hotel,8.305404%,11.551582%,17.074871%,16.995059%,16.995160%,16.905392%,16.845622%,16.726063%,16.686581%,16.646493%,16.726170%,16.666286%
GP % of GB,Travelocity US,Agency,Hotel,7.409336%,10.630613%,16.176338%,16.001982%,16.035701%,15.950279%,15.859777%,15.756822%,15.575511%,15.565734%,15.689720%,15.488011%
Revenue % of GB,Travelocity US,Not Applicable,EPackage,10.674191%,10.233968%,9.835876%,9.777456%,9.505020%,9.601341%,9.586571%,9.601725%,9.466454%,9.474293%,9.485707%,9.764217%
GP % of GB,Travelocity US,Not Applicable,EPackage,8.827239%,8.461939%,7.976906%,7.702144%,7.461088%,7.546270%,7.467954%,7.499838%,7.361154%,7.357168%,7.406374%,7.368975%
Revenue % of GB,Travelocity US,Merchant,Tshop,19.774021%,17.864267%,16.557768%,16.532570%,16.320737%,16.146739%,15.944573%,15.707269%,15.651903%,16.226291%,16.279641%,16.415308%
GP % of GB,Travelocity US,Merchant,Tshop,14.455440%,13.424473%,11.489755%,11.240392%,11.192315%,11.150932%,10.773095%,10.704993%,10.525524%,10.488620%,11.100903%,11.066688%
Revenue % of GB,Travelocity US,Not Applicable,Insurance,68.358781%,69.143630%,69.673525%,68.810190%,69.810340%,69.872191%,69.120570%,66.983208%,65.763928%,66.068818%,67.995163%,68.219845%
Revenue % of GB,Travelocity US,Merchant,Insurance,68.358781%,69.143630%,69.673525%,68.810190%,69.810340%,69.872191%,69.120570%,66.983208%,65.763928%,66.068818%,67.995163%,68.219845%
GP % of GB,Travelocity US,Not Applicable,Insurance,66.119592%,66.874517%,67.151291%,66.045930%,67.007833%,67.013003%,66.109543%,64.138489%,62.956946%,63.154812%,65.302692%,65.229360%
GP % of GB,Travelocity US,Merchant,Insurance,66.119592%,66.874517%,67.151291%,66.045930%,67.007833%,67.013003%,66.109543%,64.138489%,62.956946%,63.154812%,65.302692%,65.229360%
Revenue % of GB,Travelocity CA,Not Applicable,3P Package,5.042725%,6.108076%,3.600000%,7.000000%,2.600000%,5.200000%,4.700000%,5.400000%,4.300000%,3.700000%,6.400000%,5.900000%
GP % of GB,Travelocity CA,Not Applicable,3P Package,2.033091%,3.218408%,0.513208%,2.628117%,-0.979203%,1.958749%,1.111056%,2.130512%,1.213136%,1.223811%,3.978448%,3.430734%
Revenue % of GB,Travelocity CA,Agency,Flight,3.546121%,2.850205%,2.744435%,2.576987%,2.672940%,2.749626%,2.936478%,2.947547%,3.003663%,2.989138%,2.958192%,2.873507%
GP % of GB,Travelocity CA,Agency,Flight,2.542074%,1.840493%,1.777728%,1.619204%,1.698285%,1.768908%,1.786035%,1.731707%,1.883888%,1.899789%,1.892553%,1.570457%
Revenue % of GB,Travelocity CA,Merchant,Flight,11.703382%,10.167883%,9.919590%,10.228128%,9.770043%,9.793644%,9.840125%,9.813644%,9.590359%,10.418936%,10.558912%,9.745854%
GP % of GB,Travelocity CA,Merchant,Flight,9.419770%,7.070566%,6.851815%,7.356165%,6.998091%,7.150880%,6.964290%,6.697505%,6.891733%,7.535783%,7.529689%,6.246749%
Revenue % of GB,Travelocity CA,Agency,Car,10.668686%,13.452718%,14.316687%,14.346687%,14.486687%,14.486687%,14.226687%,14.316687%,14.166687%,14.266687%,14.366687%,13.346687%
GP % of GB,Travelocity CA,Agency,Car,10.131706%,12.762927%,13.617948%,13.732085%,13.917378%,13.976610%,13.712572%,13.737762%,13.410902%,13.488869%,13.629654%,12.635541%
Revenue % of GB,Travelocity CA,Merchant,Car,13.984983%,14.419890%,14.189349%,14.319349%,14.379349%,14.359349%,14.249349%,14.439349%,14.379349%,14.409349%,14.119349%,14.339349%
GP % of GB,Travelocity CA,Merchant,Car,11.895390%,11.290925%,11.249269%,11.489072%,11.650820%,11.885234%,11.551850%,11.422870%,11.702993%,11.638107%,11.162350%,10.876574%
Revenue % of GB,Travelocity CA,Agency,Cruise,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Travelocity CA,Agency,Cruise,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Travelocity CA,Merchant,Hotel,17.279402%,17.914299%,17.443325%,17.112244%,17.078874%,17.051817%,16.989221%,16.989164%,17.052251%,16.945214%,16.978746%,16.968967%
GP % of GB,Travelocity CA,Merchant,Hotel,15.191257%,14.652741%,14.302102%,14.033219%,14.510205%,14.552517%,14.503017%,14.220109%,14.418077%,13.924913%,13.714693%,12.987128%
Revenue % of GB,Travelocity CA,Agency,Hotel,9.519311%,14.717896%,16.179325%,16.224458%,16.044194%,15.851003%,15.797162%,15.771098%,15.633232%,15.678325%,15.620528%,15.637189%
GP % of GB,Travelocity CA,Agency,Hotel,8.335647%,13.057988%,14.340182%,14.538589%,14.612043%,14.360850%,14.469963%,14.103073%,13.933176%,13.747144%,13.588787%,13.145379%
Revenue % of GB,Travelocity CA,Not Applicable,EPackage,10.208916%,9.938639%,9.813324%,9.577181%,9.238768%,9.033003%,8.938037%,9.070573%,9.253285%,9.349959%,9.593709%,9.304508%
GP % of GB,Travelocity CA,Not Applicable,EPackage,8.456929%,7.613357%,7.537731%,7.410457%,7.052526%,6.860977%,6.785772%,6.799260%,7.053722%,7.137472%,7.205889%,6.433188%
Revenue % of GB,Travelocity CA,Merchant,Tshop,23.705292%,21.288935%,20.376338%,19.305850%,18.065717%,17.693520%,17.234265%,16.569959%,16.725312%,18.903358%,20.493312%,21.336776%
GP % of GB,Travelocity CA,Merchant,Tshop,17.620589%,14.699145%,13.895561%,13.342857%,12.375100%,11.857432%,11.695341%,11.305173%,11.433593%,10.710023%,11.633909%,12.696165%
Revenue % of GB,Travelocity CA,Not Applicable,Insurance,48.157168%,48.125844%,49.480155%,50.459798%,49.795836%,50.127336%,50.828713%,52.762717%,50.791156%,52.637180%,50.771551%,45.167654%
Revenue % of GB,Travelocity CA,Merchant,Insurance,48.157168%,48.125844%,49.480155%,50.459798%,49.795836%,50.127336%,50.828713%,52.762717%,50.791156%,52.637180%,50.771551%,45.167654%
GP % of GB,Travelocity CA,Not Applicable,Insurance,45.793103%,44.634932%,46.222438%,47.437543%,46.842570%,47.382488%,47.785349%,49.423970%,47.820774%,49.595170%,47.603274%,41.446342%
GP % of GB,Travelocity CA,Merchant,Insurance,45.793103%,44.634932%,46.222438%,47.437543%,46.842570%,47.382488%,47.785349%,49.423970%,47.820774%,49.595170%,47.603274%,41.446342%
Revenue % of GB,Expedia COM,Not Applicable,3P Package,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Expedia COM,Not Applicable,3P Package,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Expedia COM,Agency,Flight,2.369477%,2.221492%,2.121408%,2.160526%,2.121487%,2.122253%,2.199829%,2.234713%,2.217429%,2.174411%,2.187160%,2.250583%
GP % of GB,Expedia COM,Agency,Flight,1.814072%,1.739008%,1.588681%,1.646924%,1.610981%,1.570999%,1.673161%,1.714091%,1.672785%,1.643582%,1.649182%,1.597098%
Revenue % of GB,Expedia COM,Merchant,Flight,6.685594%,5.587733%,3.951134%,4.282500%,3.967622%,3.981172%,6.833536%,6.318025%,7.078332%,5.829042%,5.828413%,5.460228%
GP % of GB,Expedia COM,Merchant,Flight,2.739042%,1.975075%,1.453894%,1.592650%,1.269078%,1.235441%,3.780869%,3.360945%,4.102665%,2.801278%,3.042100%,2.162373%
Revenue % of GB,Expedia COM,Agency,Car,12.152534%,13.463515%,14.357361%,14.317361%,14.327361%,14.317361%,14.247361%,14.207361%,14.157361%,14.287361%,14.207361%,13.467361%
GP % of GB,Expedia COM,Agency,Car,11.392285%,12.714796%,13.692614%,13.619457%,13.668404%,13.680036%,13.614285%,13.479924%,13.394090%,13.602253%,13.498138%,12.755851%
Revenue % of GB,Expedia COM,Merchant,Car,30.830068%,30.757743%,31.133958%,30.853958%,30.853958%,30.853958%,30.943958%,30.933958%,30.823958%,30.853958%,30.833958%,30.913958%
GP % of GB,Expedia COM,Merchant,Car,28.247359%,28.273038%,28.402671%,27.893111%,27.926017%,27.898549%,27.718782%,27.659139%,27.540990%,27.579880%,27.836735%,27.510847%
Revenue % of GB,Expedia COM,Agency,Cruise,13.595950%,13.608981%,13.620187%,13.820187%,13.920187%,14.120187%,14.320187%,14.320187%,13.920187%,13.620187%,13.620187%,13.920187%
GP % of GB,Expedia COM,Agency,Cruise,10.756274%,10.388804%,9.366283%,8.555207%,8.124592%,8.097401%,7.890374%,7.937065%,6.584622%,9.020720%,8.146652%,7.215172%
Revenue % of GB,Expedia COM,Merchant,Hotel,17.426881%,17.259216%,17.173387%,17.054581%,17.015141%,16.962948%,16.902705%,16.857640%,16.824202%,16.825204%,16.864598%,16.867642%
GP % of GB,Expedia COM,Merchant,Hotel,15.205732%,14.991532%,14.875022%,14.672393%,14.701980%,14.621423%,14.292430%,14.354311%,14.267993%,14.315819%,14.427825%,13.855429%
Revenue % of GB,Expedia COM,Agency,Hotel,7.406447%,10.032310%,15.481658%,15.381391%,15.411843%,15.282070%,15.221679%,15.122998%,15.071847%,15.043657%,15.173321%,15.182114%
GP % of GB,Expedia COM,Agency,Hotel,6.514163%,9.005777%,14.615551%,14.501283%,14.499932%,14.354084%,14.187352%,14.170709%,14.005769%,13.979815%,14.125475%,13.922520%
Revenue % of GB,Expedia COM,Not Applicable,EPackage,9.944470%,9.504324%,9.667000%,9.491726%,9.419879%,9.242965%,9.426216%,9.432780%,9.375505%,9.309724%,9.395509%,9.500523%
GP % of GB,Expedia COM,Not Applicable,EPackage,8.038291%,7.633139%,7.676449%,7.275655%,7.244823%,7.095052%,7.162302%,7.149027%,7.080243%,7.069157%,7.277273%,7.017889%
Revenue % of GB,Expedia COM,Merchant,Tshop,16.996180%,15.626563%,16.362862%,16.445683%,15.318736%,15.182521%,14.916915%,14.231449%,14.311461%,14.473840%,14.470775%,14.640455%
GP % of GB,Expedia COM,Merchant,Tshop,13.575572%,12.565516%,13.260410%,13.046167%,12.048310%,11.914109%,11.421785%,10.803723%,10.721250%,10.671478%,11.013731%,10.754605%
Revenue % of GB,Expedia COM,Not Applicable,Insurance,69.218391%,70.070915%,71.322244%,70.743121%,71.658402%,71.384263%,70.618038%,69.544013%,69.032343%,69.851774%,70.246300%,69.507594%
Revenue % of GB,Expedia COM,Merchant,Insurance,69.218391%,70.070915%,71.322244%,70.743121%,71.658402%,71.384263%,70.618038%,69.544013%,69.032343%,69.851774%,70.246300%,69.507594%
GP % of GB,Expedia COM,Not Applicable,Insurance,66.767916%,67.652508%,68.684009%,67.899583%,68.812424%,68.477853%,67.386331%,66.421464%,65.939789%,66.722318%,67.402244%,66.169948%
GP % of GB,Expedia COM,Merchant,Insurance,66.767916%,67.652508%,68.684009%,67.899583%,68.812424%,68.477853%,67.386331%,66.421464%,65.939789%,66.722318%,67.402244%,66.169948%
Revenue % of GB,Wotif AU,Not Applicable,3P Package,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Wotif AU,Not Applicable,3P Package,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Wotif AU,Agency,Flight,3.927286%,3.977128%,3.648287%,3.230035%,3.412209%,3.773833%,3.223309%,3.571908%,3.936532%,3.563170%,3.611566%,3.723875%
GP % of GB,Wotif AU,Agency,Flight,2.658362%,2.957101%,2.442314%,1.903750%,2.089208%,2.439106%,1.855944%,2.201332%,2.398293%,1.927667%,2.095099%,2.152477%
Revenue % of GB,Wotif AU,Merchant,Flight,0.784688%,-3.184059%,4.413169%,4.342545%,4.347108%,4.378915%,4.328384%,4.415674%,4.500052%,4.577779%,4.429377%,4.337982%
GP % of GB,Wotif AU,Merchant,Flight,-11.955767%,-20.560717%,-10.751177%,-8.976956%,-7.491446%,-7.550547%,-8.077325%,-7.046425%,-7.794307%,-9.527999%,-6.941451%,-8.970944%
Revenue % of GB,Wotif AU,Agency,Car,7.292879%,8.502158%,4.142391%,4.842391%,4.792391%,4.252391%,4.352391%,4.632391%,4.832391%,5.292391%,5.192391%,5.482391%
GP % of GB,Wotif AU,Agency,Car,6.168672%,7.359876%,3.152379%,3.757694%,3.643787%,3.148127%,3.263914%,3.509121%,3.741028%,4.215557%,4.138272%,4.448126%
Revenue % of GB,Wotif AU,Merchant,Car,16.482066%,16.362039%,16.615814%,15.655814%,16.185814%,15.895814%,16.085814%,16.085814%,16.555814%,16.415814%,16.425814%,16.535814%
GP % of GB,Wotif AU,Merchant,Car,13.943230%,14.184512%,14.484854%,13.532944%,13.961046%,13.690470%,13.925212%,13.775569%,14.370133%,14.202458%,14.362594%,14.171870%
Revenue % of GB,Wotif AU,Agency,Cruise,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Wotif AU,Agency,Cruise,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Wotif AU,Merchant,Hotel,15.708172%,15.685985%,15.585753%,15.577086%,15.601491%,15.574747%,15.559268%,15.499880%,15.509806%,15.492495%,15.438225%,15.398649%
GP % of GB,Wotif AU,Merchant,Hotel,14.883093%,14.497628%,14.475573%,14.576910%,14.489434%,14.284112%,14.511014%,14.283409%,14.333402%,14.488636%,14.240792%,14.169306%
Revenue % of GB,Wotif AU,Agency,Hotel,16.736113%,10.504542%,13.893581%,13.833238%,13.831096%,13.786267%,13.725862%,13.674590%,13.641486%,13.592634%,13.565960%,13.529710%
GP % of GB,Wotif AU,Agency,Hotel,15.973125%,9.848378%,13.231761%,13.077678%,13.094324%,13.051202%,13.013609%,12.997469%,12.980884%,12.893759%,12.875900%,12.744267%
Revenue % of GB,Wotif AU,Not Applicable,EPackage,7.937074%,7.308446%,8.171522%,7.332857%,7.503800%,7.961158%,7.332499%,7.157201%,7.732821%,7.193144%,7.198873%,7.734954%
GP % of GB,Wotif AU,Not Applicable,EPackage,6.879718%,6.109866%,6.932543%,6.103750%,6.270124%,6.666648%,6.155512%,5.922669%,6.473342%,5.952440%,5.875983%,6.353838%
Revenue % of GB,Wotif AU,Merchant,Tshop,17.364237%,17.899110%,16.989330%,16.584795%,16.574904%,16.650650%,16.469265%,16.189458%,16.045011%,16.244406%,16.271064%,16.113651%
GP % of GB,Wotif AU,Merchant,Tshop,14.378425%,14.821482%,14.363588%,13.949704%,14.006592%,14.075038%,13.963258%,13.703183%,13.589201%,13.590028%,13.626789%,13.370167%
Revenue % of GB,Wotif AU,Not Applicable,Insurance,39.651717%,39.651681%,39.411646%,39.411646%,39.411646%,39.411646%,39.411646%,39.411646%,39.411646%,39.411646%,39.411646%,39.411646%
Revenue % of GB,Wotif AU,Merchant,Insurance,39.651717%,39.651681%,39.411646%,39.411646%,39.411646%,39.411646%,39.411646%,39.411646%,39.411646%,39.411646%,39.411646%,39.411646%
GP % of GB,Wotif AU,Not Applicable,Insurance,33.875295%,34.920360%,35.255416%,35.319871%,35.303964%,35.173237%,35.117188%,35.162109%,34.790615%,34.599745%,34.939970%,34.706194%
GP % of GB,Wotif AU,Merchant,Insurance,33.875295%,34.920360%,35.255416%,35.319871%,35.303964%,35.173237%,35.117188%,35.162109%,34.790615%,34.599745%,34.939970%,34.706194%
Revenue % of GB,Wotif NZ,Not Applicable,3P Package,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Wotif NZ,Not Applicable,3P Package,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Wotif NZ,Agency,Flight,2.972053%,2.221798%,2.700074%,2.471007%,2.841356%,2.935180%,2.740168%,2.473223%,3.076133%,2.569806%,2.862206%,2.956247%
GP % of GB,Wotif NZ,Agency,Flight,1.193964%,0.345240%,1.006046%,0.472025%,0.423244%,0.932600%,0.498508%,0.555990%,1.089885%,0.535531%,0.427009%,0.282095%
Revenue % of GB,Wotif NZ,Merchant,Flight,-1.259992%,0.043908%,-0.045014%,-0.045014%,-0.045014%,-0.045014%,-0.045014%,-0.045014%,-0.045014%,-0.045014%,-0.045014%,-0.045014%
GP % of GB,Wotif NZ,Merchant,Flight,-1.259992%,0.043908%,-0.045014%,-0.045014%,-0.045014%,-0.045014%,-0.045014%,-0.045014%,-0.045014%,-0.045014%,-0.045014%,-0.045014%
Revenue % of GB,Wotif NZ,Agency,Car,8.297330%,13.520352%,5.815735%,5.945735%,7.045735%,6.475735%,5.705735%,4.855735%,4.635735%,4.975735%,7.055735%,7.715735%
GP % of GB,Wotif NZ,Agency,Car,7.359750%,12.698283%,4.756753%,4.971640%,6.053740%,5.507612%,4.910191%,3.767985%,3.606735%,3.934538%,5.947315%,6.480694%
Revenue % of GB,Wotif NZ,Merchant,Car,20.961216%,20.530843%,20.489372%,19.669372%,20.589372%,20.189372%,19.599372%,19.809372%,20.559372%,20.549372%,20.509372%,20.509372%
GP % of GB,Wotif NZ,Merchant,Car,17.884682%,16.893650%,17.407444%,16.506332%,17.432756%,17.153110%,16.677571%,16.867564%,17.598161%,17.436542%,17.285513%,17.220295%
Revenue % of GB,Wotif NZ,Agency,Cruise,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
GP % of GB,Wotif NZ,Agency,Cruise,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
Revenue % of GB,Wotif NZ,Merchant,Hotel,15.842422%,15.882831%,15.497804%,15.480296%,15.484161%,15.467772%,15.419587%,15.391688%,15.343676%,15.322799%,15.295360%,15.246492%
GP % of GB,Wotif NZ,Merchant,Hotel,13.599437%,13.453108%,13.327599%,13.107475%,13.030692%,12.979775%,13.227016%,12.970987%,12.961452%,13.233720%,12.881228%,12.667584%
Revenue % of GB,Wotif NZ,Agency,Hotel,14.568528%,14.925975%,14.376842%,14.334129%,14.330836%,14.267893%,14.238047%,14.154058%,14.143001%,14.055175%,14.008282%,13.991754%
GP % of GB,Wotif NZ,Agency,Hotel,13.605171%,13.931108%,13.320177%,13.238393%,13.238078%,13.163332%,13.132993%,13.070690%,13.058930%,12.965069%,12.958612%,12.744805%
Revenue % of GB,Wotif NZ,Not Applicable,EPackage,7.663534%,7.280870%,7.361906%,7.274583%,7.376467%,7.703064%,7.460788%,7.322555%,7.567608%,6.789284%,6.776839%,7.099182%
GP % of GB,Wotif NZ,Not Applicable,EPackage,6.089061%,5.464220%,5.744769%,5.536418%,5.598755%,5.952019%,5.767505%,5.604627%,5.799873%,5.133340%,4.972465%,5.274891%
Revenue % of GB,Wotif NZ,Merchant,Tshop,18.358817%,16.141380%,15.434775%,16.087064%,15.848911%,15.659682%,14.911546%,14.134073%,14.529410%,14.447566%,15.334270%,15.133410%
GP % of GB,Wotif NZ,Merchant,Tshop,14.445780%,12.464939%,12.189492%,12.818223%,12.504413%,12.311718%,11.640392%,10.898971%,11.188649%,10.800112%,11.499542%,11.457759%
